r002,r003,r004,r005,r006,label
8954316,15872259,614,27,20418,maligne
8959035,15359806,623,27,21422,maligne
8941276,15253359,606,27,20805,maligne
9015629,15826300,743,28,21016,maligne
9069450,15389393,634,27,35407,maligne
9134665,15663384,690,27,20495,maligne
9113016,15484039,1211,27,21401,maligne
9057727,15878755,750,27,20899,maligne
8963147,15886325,590,28,20942,maligne
8956000,15652670,1137,27,21351,maligne
8953578,15467637,656,28,20510,maligne
8950847,15772027,603,26,20519,maligne
12080965,15914193,738,27,21344,maligne
14770598,15907159,624,27,20109,maligne
8945666,15342321,689,27,20716,maligne
8959005,15386510,598,27,21442,maligne
8952012,15317739,608,27,20441,maligne
8954302,15375385,614,27,21453,maligne
8967709,15242583,609,27,20633,maligne
9087654,15383012,609,27,21215,maligne
9130522,15354394,610,28,34450,maligne
9122499,14720814,617,28,20634,maligne
9069043,15190630,731,27,20214,maligne
8968425,15288947,640,27,20671,maligne
8949776,15688257,606,27,21137,maligne
8949664,15044322,611,27,21120,maligne
8955108,15362906,626,29,20758,maligne
8949875,14906525,607,27,20595,maligne
14765145,15334666,624,28,20517,maligne
9096200,15760263,694,28,21480,maligne
9126496,15726589,623,28,34551,maligne
9090678,16096246,607,27,20474,maligne
9055343,15640495,695,27,21139,maligne
8975338,15150084,637,28,20742,maligne
8953659,15361895,602,28,21439,maligne
8954355,15526961,604,27,20784,maligne
8952106,15491397,610,27,21132,maligne
8941008,15485481,671,29,21086,maligne
8952779,15061335,1152,28,20819,maligne
8948228,15018739,715,27,20651,maligne
8953088,16078652,606,27,21240,maligne
8955244,15752907,618,27,21044,maligne
8953630,15182651,751,28,20802,maligne
8953655,15047805,661,28,21324,maligne
9076686,15786367,611,27,38069,maligne
9120141,14782426,618,27,21213,maligne
9091721,15297877,984,27,28051,maligne
9121983,15370346,1203,28,34779,maligne
8989251,15303225,678,27,21149,maligne
8950942,15328511,614,28,21034,maligne
8952846,26328126,616,26,19897,maligne
8953704,15481569,714,27,20407,maligne
14708550,16054776,635,27,19451,maligne
8945725,15485548,1172,27,20709,maligne
9079409,15433742,653,29,21109,maligne
9123176,15284686,635,27,21152,maligne
9080137,15417544,622,27,20725,maligne
9122765,15306045,607,27,20707,maligne
8984683,15291304,610,28,20112,maligne
8955964,15419084,627,29,21343,maligne
8950730,15745523,625,28,20585,maligne
8950251,15381350,912,27,21370,maligne
8955383,15631397,1216,27,19221,maligne
8951792,15913580,656,27,20623,maligne
8953656,15380024,673,27,20886,maligne
8951872,15839904,593,27,19939,maligne
8957851,15649100,688,27,20943,maligne
8946793,15373642,652,28,20932,maligne
8968982,15621983,1226,27,20520,maligne
15349994,15550634,726,28,20461,maligne
8951121,14660145,764,27,20434,maligne
8953895,15809268,642,27,21436,maligne
8952609,15443189,810,27,20706,maligne
8954799,15589236,692,27,21135,maligne
8954010,15710918,692,28,21125,maligne
8956341,15761330,611,28,20047,maligne
8951197,15846411,608,27,21253,maligne
8952387,15721425,605,27,21010,maligne
8996164,15532910,589,28,20862,maligne
9149697,15566040,591,27,20438,maligne
9139972,15665210,720,27,20441,maligne
9130697,15411030,640,29,21412,maligne
8984026,15279642,617,27,20768,maligne
8954407,15347744,611,27,20076,maligne
8966054,15291725,1226,27,20519,maligne
14717354,14875431,657,27,20893,maligne
8949273,15725571,628,28,20871,maligne
8944343,15437837,621,28,20548,maligne
9004610,14692394,599,27,21374,maligne
9129093,15689470,607,27,20930,maligne
9089709,15427230,734,28,20971,maligne
9129657,25225949,634,27,20445,maligne
8964201,15827030,613,28,21263,maligne
9005712,15637102,607,27,20605,maligne
8958091,15432714,607,29,20825,maligne
8956374,15625597,664,27,21017,maligne
8952862,15301525,602,28,21114,maligne
8950021,15464542,595,31,20811,maligne
8953718,15520511,607,27,20668,maligne
8953127,15434871,664,28,21218,maligne
15017285,15565642,1367,28,27928,maligne
8977304,15366656,666,27,35373,maligne
9089401,15875248,620,28,20479,maligne
9097460,15549059,610,27,21379,maligne
8970971,15770573,595,27,20890,maligne
8958373,15121273,608,27,20884,maligne
8952983,15098950,609,27,21335,maligne
8952567,15238279,603,27,20527,maligne
8949204,15804373,605,27,21386,maligne
8953733,15648160,616,27,20888,maligne
8951017,15720513,741,27,20955,maligne
8950057,15960039,642,27,21307,maligne
8951596,15618849,605,28,20577,maligne
8952960,15646839,589,29,21353,maligne
9008659,15456453,590,28,20941,maligne
9130030,15585023,595,27,20870,maligne
9125955,15611951,590,27,21352,maligne
9061996,15259747,585,29,20483,maligne
9052261,15356229,588,28,21390,maligne
8968330,25839246,595,29,20557,maligne
8950423,15426835,715,29,21328,maligne
8952060,15619139,630,27,20911,maligne
8953519,15773938,589,27,20922,maligne
8974864,15532555,609,28,21239,maligne
8941810,15308241,975,30,20575,maligne
8952534,15752436,1219,27,21237,maligne
8954641,15756848,660,27,24419,maligne
8954188,14752312,681,27,20540,maligne
8951322,15151637,602,28,21422,maligne
8980556,15507012,696,27,20692,maligne
9121352,15734068,633,28,21177,maligne
9153921,15773092,679,27,20930,maligne
9116942,15939469,686,27,20894,maligne
14787191,15581398,679,27,34400,maligne
12165327,15675281,624,27,21102,maligne
8952665,26146737,675,27,20731,maligne
8951453,15121443,617,27,21423,maligne
8953758,15854159,585,27,20658,maligne
8952547,15569452,664,29,21059,maligne
8950267,15826870,597,26,20579,maligne
8951891,15504061,712,28,20425,maligne
8948627,15895244,624,27,21187,maligne
8944357,15243144,586,27,20606,maligne
8953045,15469526,585,27,21437,maligne
9076113,15560883,668,27,20719,maligne
9146484,15516971,602,27,21075,maligne
9067037,15938439,599,27,21230,maligne
9124743,15457946,1105,28,20598,maligne
9017641,20461084,1370,27,21444,maligne
14715481,25327607,818,28,34646,maligne
8949813,20313513,636,28,21241,maligne
8952681,25936494,623,30,20930,maligne
8952759,15416598,603,26,20952,maligne
8953641,15512460,618,27,20425,maligne
8953848,15616666,690,27,20430,maligne
8945878,15348461,671,28,21279,maligne
8953674,15440001,678,30,20559,maligne
9039360,15500584,4918,30,20492,maligne
9092199,15467017,1540,28,20489,maligne
15106038,15215930,701,27,20960,maligne
8948221,25275100,624,27,20948,maligne
8951640,15377948,666,27,21543,maligne
8952739,15935005,599,27,20571,maligne
8955962,15529374,686,31,20463,maligne
8952953,15276119,599,33,20458,maligne
8958072,25526700,595,28,35446,maligne
8956218,15781986,591,28,28135,maligne
9074490,15578077,1217,27,38398,maligne
9146054,15688945,805,27,20668,maligne
9144454,25856669,649,27,21444,maligne
9070679,15388272,606,27,20623,maligne
8962810,15840082,615,27,21197,maligne
8944174,24876543,600,27,20994,maligne
8950928,15783061,588,27,20811,maligne
8954088,15786744,598,27,21445,maligne
8957237,15591873,592,27,20596,maligne
8952625,15462746,590,27,21206,maligne
8954405,15403631,659,27,20422,maligne
8954068,15303636,695,27,21619,maligne
8955983,15307744,696,27,19948,maligne
8956044,15841786,601,28,34897,maligne
9085883,15966641,593,28,21419,maligne
9070608,15909117,590,27,20554,maligne
9132497,15399212,601,27,21259,maligne
9136215,15312444,600,27,21026,maligne
8976664,15158823,593,27,20816,maligne
8951207,14983301,597,28,35865,maligne
8950655,16741211,596,27,20788,maligne
8951455,26043290,589,28,21336,maligne
8953310,15245660,717,27,20532,maligne
8955517,15627083,574,27,21425,maligne
8953813,15418562,603,27,20847,maligne
8956374,15351999,599,27,20977,maligne
15343873,15142071,610,27,21311,maligne
8953451,15552340,593,27,20577,maligne
8956639,15918025,588,27,21366,maligne
8952906,15006055,666,28,20898,maligne
8950138,15079853,591,29,20996,maligne
8954549,14893488,593,28,21261,maligne
8948198,14773971,785,28,20564,maligne
8953992,15300759,640,29,21407,maligne
8954264,16007836,1194,28,20877,maligne
8956649,15753495,1126,28,20954,maligne
9025082,15317072,1218,28,21044,maligne
9078284,15498683,661,28,20821,maligne
9138178,15121343,619,28,21001,maligne
9098364,15146026,609,28,20843,maligne
9058020,15569404,679,29,21439,maligne
8960166,15194831,744,27,20596,maligne
8954373,15981650,663,29,21273,maligne
8951286,15237394,608,27,35189,maligne
8953497,15299571,610,29,19844,maligne
8955893,15855728,685,29,21354,maligne
8953624,15973639,631,28,20555,maligne
8952789,16268932,599,29,21256,maligne
8954732,15463116,606,27,20621,maligne
8967786,15462136,678,27,20244,maligne
9125011,15173084,606,27,21457,maligne
9036184,15178985,732,29,20542,maligne
9150245,15535558,639,26,21254,maligne
9103748,15042877,615,27,21011,maligne
8958095,15679976,608,28,20827,maligne
8950436,15132625,611,27,21437,maligne
8949432,21106661,602,27,20627,maligne
8954355,20186210,599,27,21193,maligne
8954380,20518443,588,27,21158,maligne
8955590,15323942,600,27,20697,maligne
8952280,15337519,644,27,21464,maligne
8952488,15330471,837,27,20676,maligne
12152189,15335369,651,27,21136,maligne
12107054,15316102,612,27,21053,maligne
9000450,15337739,625,27,20784,maligne
8955983,15397877,608,28,21433,maligne
8954279,15595048,575,27,20556,maligne
8952470,15630924,590,27,21282,maligne
8953801,15396527,590,27,20991,maligne
8957013,15406615,1142,28,20901,maligne
8951402,15935875,639,27,21311,maligne
8951147,15333521,734,27,20588,maligne
8955273,15313812,636,29,20619,maligne
8952759,15342144,599,28,21214,maligne
9057646,20551350,595,27,21102,maligne
9101050,15338146,599,27,20736,maligne
9139041,25442241,602,27,21422,maligne
9122453,15316855,598,27,20616,maligne
8975279,15450415,605,27,20279,maligne
14721472,15381728,604,27,21373,maligne
8949587,15569079,602,28,20883,maligne
8953104,15948671,688,28,21039,maligne
8954416,15545732,634,27,21327,maligne
9125459,15421023,613,28,20598,maligne
9037237,15448421,597,27,21363,maligne
9037811,15404358,1155,27,20709,maligne
8919130,15680681,651,27,21118,maligne
15012376,15886574,613,27,21049,maligne
8951531,16041480,592,28,20770,maligne
8949165,15391109,595,27,20657,maligne
8953985,15935941,598,27,21150,maligne
8955322,15193364,736,27,21184,maligne
8954938,15484297,633,27,20709,maligne
8952644,15856410,670,28,35440,maligne
8953362,15637640,602,27,34284,maligne
9087883,15336976,615,27,28061,maligne
9125989,15335195,663,27,20831,maligne
9094066,15345112,608,27,20639,maligne
9033910,15391702,599,27,20853,maligne
9042256,25835330,604,27,21234,maligne
8960027,14993140,596,27,20611,maligne
8954798,15078581,1290,27,21416,maligne
8951986,15245688,687,27,20484,maligne
8951985,15486341,617,27,20943,maligne
8953051,15576124,623,27,20824,maligne
8951299,15559745,614,27,21065,maligne
8955893,15838380,602,32,20600,maligne
8953505,15401673,592,27,20626,maligne
8953845,15068224,604,29,21436,maligne
8954737,15278125,605,27,20610,maligne
9081039,16216775,1847,28,21223,maligne
15223051,16658708,1117,27,20596,maligne
8948514,14881189,678,28,20240,maligne
8951391,15508298,643,27,21379,maligne
8953606,15228800,633,28,20889,maligne
8952632,15315291,691,28,20371,maligne
8952856,15669926,624,28,21034,maligne
8952536,15125681,1193,27,20886,maligne
8955699,15363313,1245,27,21082,maligne
9106696,15525290,750,27,21157,maligne
9115805,15581151,618,28,20677,maligne
9157573,15638961,815,29,23038,maligne
9056998,15264410,647,29,20580,maligne
8960544,15295430,604,27,21272,maligne
8954562,15534904,608,27,21043,maligne
8954281,15261992,692,27,20814,maligne
8952995,14879391,683,28,21428,maligne
14928835,15589554,706,28,20580,maligne
11948655,15367803,673,27,21264,maligne
15285868,14927554,689,27,20421,maligne
9017607,15098182,619,27,21461,maligne
8955010,15307560,1401,27,20512,maligne
8954015,15890984,675,28,20985,maligne
8952855,15144153,698,266,20797,maligne
8954948,15227302,594,30,21444,maligne
8953533,15448741,602,345,20593,maligne
8954696,15409300,606,29,21219,maligne
8957311,15416374,670,31,21046,maligne
8952285,25492981,608,27,20798,maligne
8959921,20088961,606,29,21132,maligne
9094458,15003089,1354,27,20752,maligne
9127475,14588948,1261,245,20823,maligne
9089797,15144978,666,33,21059,maligne
11689148,25588955,656,28,20429,maligne
15350783,15286185,630,28,21459,maligne
8952334,15203847,563,29,20685,maligne
8952543,15529911,634,27,20918,maligne
8952027,15702084,701,29,20636,maligne
8953041,15655092,622,27,21328,maligne
8949684,15662559,628,27,20599,maligne
8952903,15463537,758,30,21302,maligne
8952543,15281286,642,29,20926,maligne
8952298,15576006,614,28,20948,maligne
8970406,15898840,616,28,21299,maligne
9132240,15522944,622,29,20552,maligne
9093543,15467243,614,29,21416,maligne
14998442,15513883,621,27,20812,maligne
8949954,15386522,695,29,34681,maligne
8951312,25190576,625,29,21505,maligne
8953907,15688633,619,28,20546,maligne
8954949,15373165,1395,28,21508,maligne
8953616,15679181,690,27,20464,maligne
8997928,15692636,633,28,19432,maligne
9142054,15574276,621,28,20883,maligne
9133651,15681935,609,27,20998,maligne
8997591,14772426,623,28,20963,maligne
9068555,15301241,620,28,20870,maligne
9010089,15152387,618,31,21345,maligne
8956973,15571973,697,34,20533,maligne
8952019,15562266,636,32,21378,maligne
8949021,15171517,765,28,20882,maligne
8953440,15728103,654,27,20916,maligne
8954834,15521475,621,27,19511,maligne
8954237,15291621,630,27,19165,maligne
8953381,25208126,1650,28,19012,maligne
8952738,15173330,2365,27,34983,maligne
8953254,15663168,1223,28,28052,maligne
9008388,15331451,723,29,20741,maligne
9102061,15441869,650,29,18115,maligne
9161995,15351933,631,29,23668,maligne
9155748,20398809,788,30,35494,maligne
8977306,26180100,683,28,20754,maligne
8954092,15318386,631,28,20352,maligne
8953693,15334437,618,30,21111,maligne
8954578,15330520,618,28,21115,maligne
8952929,15343778,626,28,20708,maligne
8954462,15335960,607,29,21417,maligne
8959260,15611848,566,28,20675,maligne
8977353,15891624,607,28,21125,maligne
8949465,26026006,614,28,20449,maligne
14922188,15445633,687,28,35281,maligne
9107536,15341845,729,27,29716,maligne
9086686,15334325,646,27,20529,maligne
9064583,15244540,674,27,21337,maligne
8960399,15316283,606,28,20961,maligne
8952702,15458334,604,28,20890,maligne
8952124,15419981,615,27,21219,maligne
8966298,15325526,1273,27,21306,maligne
8954809,25376706,704,27,34788,maligne
8956490,15256120,611,27,22196,maligne
8953282,15671309,695,27,20968,maligne
8953027,15695186,704,28,21247,maligne
8947789,15291643,605,27,20598,maligne
8948061,15610902,607,27,21431,maligne
8949064,15400235,611,27,20694,maligne
8956131,15724227,613,27,21108,maligne
8955000,15529836,624,27,20438,maligne
8959509,15551787,634,27,20931,maligne
8946177,14900216,616,27,20879,maligne
9079556,15523002,611,29,21423,maligne
9136479,15421951,611,28,20599,maligne
9146624,15798046,741,28,21270,maligne
9062669,15653078,641,28,20451,maligne
8973796,15734577,831,27,20774,maligne
8952000,15309813,1242,27,35075,maligne
8954353,15228742,699,28,20907,maligne
8949834,15325698,612,30,20945,maligne
8955417,15186907,604,29,21359,maligne
8958894,15820153,600,27,20565,maligne
8954351,15912172,596,27,21366,maligne
8954093,15329456,784,29,20983,maligne
8951419,15460182,1376,28,20901,maligne
9048355,15502543,694,27,35451,maligne
15238368,15422997,616,27,20638,maligne
12078681,15303248,662,28,21222,maligne
9017926,15025463,626,27,20437,maligne
8970777,14606514,616,27,20848,maligne
8954364,15575318,601,27,21005,maligne
8950225,15563299,613,27,21299,maligne
8955555,15797528,613,28,20865,maligne
8954802,15625883,689,27,20447,maligne
8954634,15778393,641,27,20437,maligne
8953581,15743936,627,27,19497,maligne
8953706,15548777,666,28,21094,maligne
8955158,15451308,608,27,20743,maligne
8963703,14957913,615,27,21425,maligne
9161809,15855102,607,27,20381,maligne
9136718,15735860,1174,27,20393,maligne
